id,section,row,column,group,group_index,x_warp,y_warp,x_image,y_image,visible_score,connection_name,connection_type,connection_axis,connection_index,connection_member_count,adjacent_connected_ids
A41,terminal_upper,A,41,,,1574.898,201.243,1667.597,569.009,79.086,terminal_upper_col_41,vertical_terminal_strip,vertical,0,5,B41
A42,terminal_upper,A,42,,,1611.621,201.243,1703.11,569.459,76.642,terminal_upper_col_42,vertical_terminal_strip,vertical,0,5,B42
A43,terminal_upper,A,43,,,1648.345,201.243,1738.53,569.907,71.605,terminal_upper_col_43,vertical_terminal_strip,vertical,0,5,B43
A44,terminal_upper,A,44,,,1685.069,201.243,1773.858,570.354,82.79,terminal_upper_col_44,vertical_terminal_strip,vertical,0,5,B44
A45,terminal_upper,A,45,,,1721.793,201.243,1809.094,570.8,59.938,terminal_upper_col_45,vertical_terminal_strip,vertical,0,5,B45
A46,terminal_upper,A,46,,,1758.516,201.243,1844.238,571.245,56.975,terminal_upper_col_46,vertical_terminal_strip,vertical,0,5,B46
A47,terminal_upper,A,47,,,1795.24,201.243,1879.29,571.688,65.667,terminal_upper_col_47,vertical_terminal_strip,vertical,0,5,B47
A48,terminal_upper,A,48,,,1831.964,201.243,1914.252,572.131,49.012,terminal_upper_col_48,vertical_terminal_strip,vertical,0,5,B48
A49,terminal_upper,A,49,,,1868.687,201.243,1949.123,572.572,52.58,terminal_upper_col_49,vertical_terminal_strip,vertical,0,5,B49
A50,terminal_upper,A,50,,,1905.411,201.243,1983.904,573.012,45.457,terminal_upper_col_50,vertical_terminal_strip,vertical,0,5,B50
A51,terminal_upper,A,51,,,1942.135,201.243,2018.595,573.451,37.79,terminal_upper_col_51,vertical_terminal_strip,vertical,0,5,B51
A52,terminal_upper,A,52,,,1978.859,201.243,2053.196,573.889,39.37,terminal_upper_col_52,vertical_terminal_strip,vertical,0,5,B52
A53,terminal_upper,A,53,,,2015.582,201.243,2087.708,574.326,48.21,terminal_upper_col_53,vertical_terminal_strip,vertical,0,5,B53
A54,terminal_upper,A,54,,,2052.306,201.243,2122.131,574.762,39.519,terminal_upper_col_54,vertical_terminal_strip,vertical,0,5,B54
A55,terminal_upper,A,55,,,2089.03,201.243,2156.466,575.196,38.481,terminal_upper_col_55,vertical_terminal_strip,vertical,0,5,B55
A56,terminal_upper,A,56,,,2125.754,201.243,2190.713,575.63,36.691,terminal_upper_col_56,vertical_terminal_strip,vertical,0,5,B56
A57,terminal_upper,A,57,,,2162.477,201.243,2224.871,576.062,30.062,terminal_upper_col_57,vertical_terminal_strip,vertical,0,5,B57
A58,terminal_upper,A,58,,,2199.201,201.243,2258.942,576.493,32.963,terminal_upper_col_58,vertical_terminal_strip,vertical,0,5,B58
A59,terminal_upper,A,59,,,2235.925,201.243,2292.926,576.924,33.926,terminal_upper_col_59,vertical_terminal_strip,vertical,0,5,B59
A60,terminal_upper,A,60,,,2272.649,201.243,2326.823,577.353,29.16,terminal_upper_col_60,vertical_terminal_strip,vertical,0,5,B60
A61,terminal_upper,A,61,,,2309.372,201.243,2360.634,577.78,21.741,terminal_upper_col_61,vertical_terminal_strip,vertical,0,5,B61
A62,terminal_upper,A,62,,,2346.096,201.243,2394.358,578.207,19.395,terminal_upper_col_62,vertical_terminal_strip,vertical,0,5,B62
B00,terminal_upper,B,0,,,69.225,239.538,127.19,587.926,47.383,terminal_upper_col_00,vertical_terminal_strip,vertical,1,5,A00;C00
B01,terminal_upper,B,1,,,105.948,239.538,166.824,588.374,58.765,terminal_upper_col_01,vertical_terminal_strip,vertical,1,5,A01;C01
B02,terminal_upper,B,2,,,142.672,239.538,206.349,588.821,59.815,terminal_upper_col_02,vertical_terminal_strip,vertical,1,5,A02;C02
B03,terminal_upper,B,3,,,179.396,239.538,245.764,589.268,62.123,terminal_upper_col_03,vertical_terminal_strip,vertical,1,5,A03;C03
B04,terminal_upper,B,4,,,216.119,239.538,285.072,589.712,69.383,terminal_upper_col_04,vertical_terminal_strip,vertical,1,5,A04;C04
B05,terminal_upper,B,5,,,252.843,239.538,324.271,590.156,75.235,terminal_upper_col_05,vertical_terminal_strip,vertical,1,5,A05;C05
B06,terminal_upper,B,6,,,289.567,239.538,363.363,590.599,86.383,terminal_upper_col_06,vertical_terminal_strip,vertical,1,5,A06;C06
B07,terminal_upper,B,7,,,326.291,239.538,402.347,591.04,84.321,terminal_upper_col_07,vertical_terminal_strip,vertical,1,5,A07;C07
B08,terminal_upper,B,8,,,363.014,239.538,441.225,591.48,104.259,terminal_upper_col_08,vertical_terminal_strip,vertical,1,5,A08;C08
B09,terminal_upper,B,9,,,399.738,239.538,479.997,591.919,121.383,terminal_upper_col_09,vertical_terminal_strip,vertical,1,5,A09;C09
B10,terminal_upper,B,10,,,436.462,239.538,518.663,592.356,120.617,terminal_upper_col_10,vertical_terminal_strip,vertical,1,5,A10;C10
B11,terminal_upper,B,11,,,473.186,239.538,557.223,592.793,101.691,terminal_upper_col_11,vertical_terminal_strip,vertical,1,5,A11;C11
B12,terminal_upper,B,12,,,509.909,239.538,595.679,593.228,84.296,terminal_upper_col_12,vertical_terminal_strip,vertical,1,5,A12;C12
B13,terminal_upper,B,13,,,546.633,239.538,634.03,593.662,141.494,terminal_upper_col_13,vertical_terminal_strip,vertical,1,5,A13;C13
B14,terminal_upper,B,14,,,583.357,239.538,672.277,594.095,129.37,terminal_upper_col_14,vertical_terminal_strip,vertical,1,5,A14;C14
B15,terminal_upper,B,15,,,620.081,239.538,710.42,594.526,146.481,terminal_upper_col_15,vertical_terminal_strip,vertical,1,5,A15;C15
B16,terminal_upper,B,16,,,656.804,239.538,748.461,594.957,150.951,terminal_upper_col_16,vertical_terminal_strip,vertical,1,5,A16;C16
B17,terminal_upper,B,17,,,693.528,239.538,786.398,595.386,156.889,terminal_upper_col_17,vertical_terminal_strip,vertical,1,5,A17;C17
B18,terminal_upper,B,18,,,730.252,239.538,824.233,595.814,165.198,terminal_upper_col_18,vertical_terminal_strip,vertical,1,5,A18;C18
B19,terminal_upper,B,19,,,766.975,239.538,861.966,596.242,169.21,terminal_upper_col_19,vertical_terminal_strip,vertical,1,5,A19;C19
B20,terminal_upper,B,20,,,803.699,239.538,899.597,596.667,171.951,terminal_upper_col_20,vertical_terminal_strip,vertical,1,5,A20;C20
B21,terminal_upper,B,21,,,840.423,239.538,937.127,597.092,162.16,terminal_upper_col_21,vertical_terminal_strip,vertical,1,5,A21;C21
B22,terminal_upper,B,22,,,877.147,239.538,974.557,597.516,170.556,terminal_upper_col_22,vertical_terminal_strip,vertical,1,5,A22;C22
B23,terminal_upper,B,23,,,913.87,239.538,1011.886,597.938,163.148,terminal_upper_col_23,vertical_terminal_strip,vertical,1,5,A23;C23
B24,terminal_upper,B,24,,,950.594,239.538,1049.115,598.36,167.642,terminal_upper_col_24,vertical_terminal_strip,vertical,1,5,A24;C24
B25,terminal_upper,B,25,,,987.318,239.538,1086.245,598.78,161.025,terminal_upper_col_25,vertical_terminal_strip,vertical,1,5,A25;C25
B26,terminal_upper,B,26,,,1024.042,239.538,1123.275,599.199,154.074,terminal_upper_col_26,vertical_terminal_strip,vertical,1,5,A26;C26
B27,terminal_upper,B,27,,,1060.765,239.538,1160.207,599.617,146.79,terminal_upper_col_27,vertical_terminal_strip,vertical,1,5,A27;C27
B28,terminal_upper,B,28,,,1097.489,239.538,1197.04,600.034,155.111,terminal_upper_col_28,vertical_terminal_strip,vertical,1,5,A28;C28
B29,terminal_upper,B,29,,,1134.213,239.538,1233.775,600.449,170.432,terminal_upper_col_29,vertical_terminal_strip,vertical,1,5,A29;C29
B30,terminal_upper,B,30,,,1170.937,239.538,1270.413,600.864,151.074,terminal_upper_col_30,vertical_terminal_strip,vertical,1,5,A30;C30
B31,terminal_upper,B,31,,,1207.66,239.538,1306.954,601.278,77.247,terminal_upper_col_31,vertical_terminal_strip,vertical,1,5,A31;C31
B32,terminal_upper,B,32,,,1244.384,239.538,1343.398,601.69,88.716,terminal_upper_col_32,vertical_terminal_strip,vertical,1,5,A32;C32
B33,terminal_upper,B,33,,,1281.108,239.538,1379.745,602.102,133.543,terminal_upper_col_33,vertical_terminal_strip,vertical,1,5,A33;C33
B34,terminal_upper,B,34,,,1317.831,239.538,1415.996,602.512,123.086,terminal_upper_col_34,vertical_terminal_strip,vertical,1,5,A34;C34
B35,terminal_upper,B,35,,,1354.555,239.538,1452.152,602.921,116.889,terminal_upper_col_35,vertical_terminal_strip,vertical,1,5,A35;C35
B36,terminal_upper,B,36,,,1391.279,239.538,1488.213,603.329,139.506,terminal_upper_col_36,vertical_terminal_strip,vertical,1,5,A36;C36
B37,terminal_upper,B,37,,,1428.003,239.538,1524.178,603.736,110.877,terminal_upper_col_37,vertical_terminal_strip,vertical,1,5,A37;C37
B38,terminal_upper,B,38,,,1464.726,239.538,1560.049,604.142,119.654,terminal_upper_col_38,vertical_terminal_strip,vertical,1,5,A38;C38
B39,terminal_upper,B,39,,,1501.45,239.538,1595.826,604.547,103.593,terminal_upper_col_39,vertical_terminal_strip,vertical,1,5,A39;C39
B40,terminal_upper,B,40,,,1538.174,239.538,1631.509,604.951,102.963,terminal_upper_col_40,vertical_terminal_strip,vertical,1,5,A40;C40
B41,terminal_upper,B,41,,,1574.898,239.538,1667.099,605.354,102.321,terminal_upper_col_41,vertical_terminal_strip,vertical,1,5,A41;C41
B42,terminal_upper,B,42,,,1611.621,239.538,1702.595,605.755,76.062,terminal_upper_col_42,vertical_terminal_strip,vertical,1,5,A42;C42
B43,terminal_upper,B,43,,,1648.345,239.538,1737.999,606.156,78.864,terminal_upper_col_43,vertical_terminal_strip,vertical,1,5,A43;C43
B44,terminal_upper,B,44,,,1685.069,239.538,1773.311,606.556,80.333,terminal_upper_col_44,vertical_terminal_strip,vertical,1,5,A44;C44
B45,terminal_upper,B,45,,,1721.793,239.538,1808.53,606.954,68.296,terminal_upper_col_45,vertical_terminal_strip,vertical,1,5,A45;C45
B46,terminal_upper,B,46,,,1758.516,239.538,1843.658,607.352,58.679,terminal_upper_col_46,vertical_terminal_strip,vertical,1,5,A46;C46
B47,terminal_upper,B,47,,,1795.24,239.538,1878.695,607.748,58.284,terminal_upper_col_47,vertical_terminal_strip,vertical,1,5,A47;C47
B48,terminal_upper,B,48,,,1831.964,239.538,1913.641,608.144,56.198,terminal_upper_col_48,vertical_terminal_strip,vertical,1,5,A48;C48
B49,terminal_upper,B,49,,,1868.687,239.538,1948.497,608.538,51.148,terminal_upper_col_49,vertical_terminal_strip,vertical,1,5,A49;C49
B50,terminal_upper,B,50,,,1905.411,239.538,1983.262,608.932,49.519,terminal_upper_col_50,vertical_terminal_strip,vertical,1,5,A50;C50
B51,terminal_upper,B,51,,,1942.135,239.538,2017.937,609.324,39.765,terminal_upper_col_51,vertical_terminal_strip,vertical,1,5,A51;C51
B52,terminal_upper,B,52,,,1978.859,239.538,2052.523,609.716,42.333,terminal_upper_col_52,vertical_terminal_strip,vertical,1,5,A52;C52
B53,terminal_upper,B,53,,,2015.582,239.538,2087.02,610.106,28.63,terminal_upper_col_53,vertical_terminal_strip,vertical,1,5,A53;C53
B54,terminal_upper,B,54,,,2052.306,239.538,2121.427,610.496,52.84,terminal_upper_col_54,vertical_terminal_strip,vertical,1,5,A54;C54
B55,terminal_upper,B,55,,,2089.03,239.538,2155.747,610.884,34.42,terminal_upper_col_55,vertical_terminal_strip,vertical,1,5,A55;C55
B56,terminal_upper,B,56,,,2125.754,239.538,2189.979,611.271,40.531,terminal_upper_col_56,vertical_terminal_strip,vertical,1,5,A56;C56
B57,terminal_upper,B,57,,,2162.477,239.538,2224.122,611.658,31.988,terminal_upper_col_57,vertical_terminal_strip,vertical,1,5,A57;C57
B58,terminal_upper,B,58,,,2199.201,239.538,2258.178,612.043,34.321,terminal_upper_col_58,vertical_terminal_strip,vertical,1,5,A58;C58
B59,terminal_upper,B,59,,,2235.925,239.538,2292.147,612.428,34.198,terminal_upper_col_59,vertical_terminal_strip,vertical,1,5,A59;C59
B60,terminal_upper,B,60,,,2272.649,239.538,2326.029,612.811,31.765,terminal_upper_col_60,vertical_terminal_strip,vertical,1,5,A60;C60
B61,terminal_upper,B,61,,,2309.372,239.538,2359.825,613.194,29.272,terminal_upper_col_61,vertical_terminal_strip,vertical,1,5,A61;C61
B62,terminal_upper,B,62,,,2346.096,239.538,2393.535,613.575,19.049,terminal_upper_col_62,vertical_terminal_strip,vertical,1,5,A62;C62
C00,terminal_upper,C,0,,,69.225,277.833,127.441,626.302,45.716,terminal_upper_col_00,vertical_terminal_strip,vertical,2,5,B00;D00
C01,terminal_upper,C,1,,,105.948,277.833,167.054,626.698,52.975,terminal_upper_col_01,vertical_terminal_strip,vertical,2,5,B01;D01
C02,terminal_upper,C,2,,,142.672,277.833,206.559,627.092,60.062,terminal_upper_col_02,vertical_terminal_strip,vertical,2,5,B02;D02
C03,terminal_upper,C,3,,,179.396,277.833,245.954,627.485,54.173,terminal_upper_col_03,vertical_terminal_strip,vertical,2,5,B03;D03
C04,terminal_upper,C,4,,,216.119,277.833,285.242,627.877,70.593,terminal_upper_col_04,vertical_terminal_strip,vertical,2,5,B04;D04
C05,terminal_upper,C,5,,,252.843,277.833,324.421,628.268,74.383,terminal_upper_col_05,vertical_terminal_strip,vertical,2,5,B05;D05
C06,terminal_upper,C,6,,,289.567,277.833,363.493,628.658,87.0,terminal_upper_col_06,vertical_terminal_strip,vertical,2,5,B06;D06
C07,terminal_upper,C,7,,,326.291,277.833,402.458,629.047,88.469,terminal_upper_col_07,vertical_terminal_strip,vertical,2,5,B07;D07
C08,terminal_upper,C,8,,,363.014,277.833,441.316,629.435,102.407,terminal_upper_col_08,vertical_terminal_strip,vertical,2,5,B08;D08
C09,terminal_upper,C,9,,,399.738,277.833,480.068,629.822,111.284,terminal_upper_col_09,vertical_terminal_strip,vertical,2,5,B09;D09
C10,terminal_upper,C,10,,,436.462,277.833,518.715,630.207,121.111,terminal_upper_col_10,vertical_terminal_strip,vertical,2,5,B10;D10
C11,terminal_upper,C,11,,,473.186,277.833,557.256,630.592,104.519,terminal_upper_col_11,vertical_terminal_strip,vertical,2,5,B11;D11
C12,terminal_upper,C,12,,,509.909,277.833,595.693,630.976,91.914,terminal_upper_col_12,vertical_terminal_strip,vertical,2,5,B12;D12
C13,terminal_upper,C,13,,,546.633,277.833,634.025,631.358,149.901,terminal_upper_col_13,vertical_terminal_strip,vertical,2,5,B13;D13
C14,terminal_upper,C,14,,,583.357,277.833,672.253,631.74,129.272,terminal_upper_col_14,vertical_terminal_strip,vertical,2,5,B14;D14
C15,terminal_upper,C,15,,,620.081,277.833,710.378,632.12,143.469,terminal_upper_col_15,vertical_terminal_strip,vertical,2,5,B15;D15
C16,terminal_upper,C,16,,,656.804,277.833,748.399,632.5,144.21,terminal_upper_col_16,vertical_terminal_strip,vertical,2,5,B16;D16
C17,terminal_upper,C,17,,,693.528,277.833,786.318,632.878,165.198,terminal_upper_col_17,vertical_terminal_strip,vertical,2,5,B17;D17
C18,terminal_upper,C,18,,,730.252,277.833,824.134,633.255,174.407,terminal_upper_col_18,vertical_terminal_strip,vertical,2,5,B18;D18
C19,terminal_upper,C,19,,,766.975,277.833,861.849,633.632,166.765,terminal_upper_col_19,vertical_terminal_strip,vertical,2,5,B19;D19
C20,terminal_upper,C,20,,,803.699,277.833,899.462,634.007,171.975,terminal_upper_col_20,vertical_terminal_strip,vertical,2,5,B20;D20
C21,terminal_upper,C,21,,,840.423,277.833,936.974,634.382,171.432,terminal_upper_col_21,vertical_terminal_strip,vertical,2,5,B21;D21
C22,terminal_upper,C,22,,,877.147,277.833,974.385,634.755,170.358,terminal_upper_col_22,vertical_terminal_strip,vertical,2,5,B22;D22
C23,terminal_upper,C,23,,,913.87,277.833,1011.696,635.127,162.012,terminal_upper_col_23,vertical_terminal_strip,vertical,2,5,B23;D23
C24,terminal_upper,C,24,,,950.594,277.833,1048.907,635.499,177.778,terminal_upper_col_24,vertical_terminal_strip,vertical,2,5,B24;D24
C25,terminal_upper,C,25,,,987.318,277.833,1086.019,635.869,170.025,terminal_upper_col_25,vertical_terminal_strip,vertical,2,5,B25;D25
C26,terminal_upper,C,26,,,1024.042,277.833,1123.032,636.238,135.037,terminal_upper_col_26,vertical_terminal_strip,vertical,2,5,B26;D26
C27,terminal_upper,C,27,,,1060.765,277.833,1159.946,636.607,139.975,terminal_upper_col_27,vertical_terminal_strip,vertical,2,5,B27;D27
C28,terminal_upper,C,28,,,1097.489,277.833,1196.761,636.974,133.111,terminal_upper_col_28,vertical_terminal_strip,vertical,2,5,B28;D28
C29,terminal_upper,C,29,,,1134.213,277.833,1233.479,637.341,12.963,terminal_upper_col_29,vertical_terminal_strip,vertical,2,5,B29;D29
C30,terminal_upper,C,30,,,1170.937,277.833,1270.1,637.706,115.901,terminal_upper_col_30,vertical_terminal_strip,vertical,2,5,B30;D30
C31,terminal_upper,C,31,,,1207.66,277.833,1306.623,638.071,142.506,terminal_upper_col_31,vertical_terminal_strip,vertical,2,5,B31;D31
C32,terminal_upper,C,32,,,1244.384,277.833,1343.05,638.434,139.42,terminal_upper_col_32,vertical_terminal_strip,vertical,2,5,B32;D32
C33,terminal_upper,C,33,,,1281.108,277.833,1379.38,638.797,134.395,terminal_upper_col_33,vertical_terminal_strip,vertical,2,5,B33;D33
C34,terminal_upper,C,34,,,1317.831,277.833,1415.615,639.159,122.025,terminal_upper_col_34,vertical_terminal_strip,vertical,2,5,B34;D34
C35,terminal_upper,C,35,,,1354.555,277.833,1451.753,639.519,133.914,terminal_upper_col_35,vertical_terminal_strip,vertical,2,5,B35;D35
C36,terminal_upper,C,36,,,1391.279,277.833,1487.797,639.879,131.593,terminal_upper_col_36,vertical_terminal_strip,vertical,2,5,B36;D36
C37,terminal_upper,C,37,,,1428.003,277.833,1523.746,640.238,116.728,terminal_upper_col_37,vertical_terminal_strip,vertical,2,5,B37;D37
C38,terminal_upper,C,38,,,1464.726,277.833,1559.6,640.596,126.753,terminal_upper_col_38,vertical_terminal_strip,vertical,2,5,B38;D38
C39,terminal_upper,C,39,,,1501.45,277.833,1595.36,640.952,107.679,terminal_upper_col_39,vertical_terminal_strip,vertical,2,5,B39;D39
C40,terminal_upper,C,40,,,1538.174,277.833,1631.027,641.308,110.086,terminal_upper_col_40,vertical_terminal_strip,vertical,2,5,B40;D40
C41,terminal_upper,C,41,,,1574.898,277.833,1666.6,641.663,105.556,terminal_upper_col_41,vertical_terminal_strip,vertical,2,5,B41;D41
C42,terminal_upper,C,42,,,1611.621,277.833,1702.081,642.018,81.16,terminal_upper_col_42,vertical_terminal_strip,vertical,2,5,B42;D42
C43,terminal_upper,C,43,,,1648.345,277.833,1737.469,642.371,74.383,terminal_upper_col_43,vertical_terminal_strip,vertical,2,5,B43;D43
C44,terminal_upper,C,44,,,1685.069,277.833,1772.764,642.723,63.37,terminal_upper_col_44,vertical_terminal_strip,vertical,2,5,B44;D44
C45,terminal_upper,C,45,,,1721.793,277.833,1807.968,643.074,68.074,terminal_upper_col_45,vertical_terminal_strip,vertical,2,5,B45;D45
C46,terminal_upper,C,46,,,1758.516,277.833,1843.08,643.425,67.877,terminal_upper_col_46,vertical_terminal_strip,vertical,2,5,B46;D46
C47,terminal_upper,C,47,,,1795.24,277.833,1878.101,643.774,60.284,terminal_upper_col_47,vertical_terminal_strip,vertical,2,5,B47;D47
C48,terminal_upper,C,48,,,1831.964,277.833,1913.031,644.123,55.407,terminal_upper_col_48,vertical_terminal_strip,vertical,2,5,B48;D48
C49,terminal_upper,C,49,,,1868.687,277.833,1947.871,644.471,59.173,terminal_upper_col_49,vertical_terminal_strip,vertical,2,5,B49;D49
C50,terminal_upper,C,50,,,1905.411,277.833,1982.62,644.817,49.84,terminal_upper_col_50,vertical_terminal_strip,vertical,2,5,B50;D50
C51,terminal_upper,C,51,,,1942.135,277.833,2017.28,645.163,45.704,terminal_upper_col_51,vertical_terminal_strip,vertical,2,5,B51;D51
C52,terminal_upper,C,52,,,1978.859,277.833,2051.85,645.508,42.58,terminal_upper_col_52,vertical_terminal_strip,vertical,2,5,B52;D52
C53,terminal_upper,C,53,,,2015.582,277.833,2086.332,645.852,29.642,terminal_upper_col_53,vertical_terminal_strip,vertical,2,5,B53;D53
C54,terminal_upper,C,54,,,2052.306,277.833,2120.724,646.196,34.778,terminal_upper_col_54,vertical_terminal_strip,vertical,2,5,B54;D54
C55,terminal_upper,C,55,,,2089.03,277.833,2155.029,646.538,38.802,terminal_upper_col_55,vertical_terminal_strip,vertical,2,5,B55;D55
C56,terminal_upper,C,56,,,2125.754,277.833,2189.245,646.88,41.728,terminal_upper_col_56,vertical_terminal_strip,vertical,2,5,B56;D56
C57,terminal_upper,C,57,,,2162.477,277.833,2223.373,647.22,34.58,terminal_upper_col_57,vertical_terminal_strip,vertical,2,5,B57;D57
C58,terminal_upper,C,58,,,2199.201,277.833,2257.415,647.56,36.457,terminal_upper_col_58,vertical_terminal_strip,vertical,2,5,B58;D58
C59,terminal_upper,C,59,,,2235.925,277.833,2291.369,647.899,34.395,terminal_upper_col_59,vertical_terminal_strip,vertical,2,5,B59;D59
C60,terminal_upper,C,60,,,2272.649,277.833,2325.236,648.237,34.889,terminal_upper_col_60,vertical_terminal_strip,vertical,2,5,B60;D60
C61,terminal_upper,C,61,,,2309.372,277.833,2359.017,648.574,27.642,terminal_upper_col_61,vertical_terminal_strip,vertical,2,5,B61;D61
C62,terminal_upper,C,62,,,2346.096,277.833,2392.712,648.91,20.444,terminal_upper_col_62,vertical_terminal_strip,vertical,2,5,B62;D62
D00,terminal_upper,D,0,,,69.225,316.128,127.691,664.64,43.037,terminal_upper_col_00,vertical_terminal_strip,vertical,3,5,C00;E00
D01,terminal_upper,D,1,,,105.948,316.128,167.284,664.982,56.827,terminal_upper_col_01,vertical_terminal_strip,vertical,3,5,C01;E01
